"","fips","state","state_abr","county","population","theme1","theme2","theme3","theme4","theme_all","sfr_count1","sfr_count2","avg_temp","max_temp","id","avg_precip","hsa_value","rucc_value","rucc_description","vcas_value","dog_pop","dog_pop_ratio","rate_sfr1","rate_sfr1_1000","rate_sfr2","rate_sfr2_1000","sfr_count_total","rate_sfr_total","rate_sfr_total_1000","population_sd","dog_pop_sd"
"855",39059,"Ohio","OH","Guernsey",39274,0.7592,0.8669,0.1261,0.6132,0.6707,0,0,52.8,63.3,"OH-059",45.96,1,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",27.57009346,10414.28047,0.265169844426338,0,0,0,0,0,0,0,0.00387920320461084,0.00459952127818334
"856",39063,"Ohio","OH","Hancock",75690,0.1962,0.1678,0.348,0.4674,0.2111,0,0,52.6,61.7,"OH-063",37.6166666666667,1,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",80.52434457,20221.06124,0.267156311798124,0,0,0,0,0,0,0,0.00748547972608302,0.00894365188144138
"857",39065,"Ohio","OH","Hardin",31542,0.6271,0.2082,0.1827,0.7093,0.471,0,0,52.4,61.6,"OH-065",38.8533333333333,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",35.23898782,7548.424769,0.239313447752203,0,0,0,0,0,0,0,0.00311350323580529,0.00333002706318871
"858",39067,"Ohio","OH","Harrison",15307,0.6481,0.581,0.2569,0.4753,0.5194,1,0,52.4,62.5,"OH-067",47.77,1,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",22.04502814,4354.069235,0.284449548245901,6.53295877703012e-05,0.0653295877703012,0,0,1,6.53295877703012e-05,0.0653295877703012,0.00150575116731614,0.00191501657622174
"859",39069,"Ohio","OH","Henry",27316,0.1764,0.6832,0.2267,0.1082,0.1557,0,0,51.9,61.2,"OH-069",38.9466666666667,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",86.00938967,7029.639316,0.257345120661883,0,0,0,0,0,0,0,0.00269500245099253,0.00310021956409618
"860",39071,"Ohio","OH","Highland",43007,0.7901,0.8873,0.212,0.4932,0.6898,4,2,54.3,64.9,"OH-071",50.8833333333333,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",23.68421053,10805.78027,0.251256313390843,9.30081149580301e-05,0.0930081149580301,4.6504057479015e-05,0.046504057479015,6,0.000139512172437045,0.139512172437045,0.00424888219886215,0.00477294477996612
"861",39073,"Ohio","OH","Hocking",28495,0.5134,0.7956,0.0665,0.5868,0.4685,0,0,53.8,63.8,"OH-073",48.0266666666667,2,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",62.74694262,7320.210598,0.256894563888401,0,0,0,0,0,0,0,0.00281175882233523,0.00322893454490065
"862",39077,"Ohio","OH","Huron",58457,0.4666,0.6014,0.4626,0.3165,0.4325,0,0,51.3,60.8,"OH-077",40.9733333333333,2,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",46.84260132,14766.42113,0.252603129308723,0,0,0,0,0,0,0,0.0057788957164573,0.00652739831288019
"863",39081,"Ohio","OH","Jefferson",66886,0.6398,0.61,0.2652,0.5626,0.5494,0,0,52.3,62.1,"OH-081",48.2366666666667,1,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",36.07176582,17944.06239,0.268278300242203,0,0,0,0,0,0,0,0.00661361959605663,0.0079350048422287
"864",39083,"Ohio","OH","Knox",61215,0.4385,0.2961,0.2044,0.3703,0.2943,0,1,51.5,61.7,"OH-083",45.5066666666667,2,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",46.97542533,15028.06386,0.245496428326391,0,0,1.63358653924692e-05,0.0163358653924692,1,1.63358653924692e-05,0.0163358653924692,0.00605202045959824,0.00664329875127787
"865",39085,"Ohio","OH","Lake",230052,0.1194,0.1831,0.518,0.1528,0.1293,1,0,51.7,60.1,"OH-085",41.9966666666667,1,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",91.48533586,62110.89728,0.269986339088554,4.34684332237929e-06,0.00434684332237929,0,0,1,4.34684332237929e-06,0.00434684332237929,0.0227719487618774,0.0274996819360243
"866",39089,"Ohio","OH","Licking",172293,0.2525,0.4842,0.2961,0.2579,0.229,1,0,52.6,62.8,"OH-089",46.9,2,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",92.32227488,43756.04939,0.253963012948872,5.80406632887001e-06,0.00580406632887001,0,0,1,5.80406632887001e-06,0.00580406632887001,0.0170520749260989,0.0193689958008742
"867",39091,"Ohio","OH","Logan",45307,0.3315,0.4651,0.3699,0.3346,0.3169,0,0,51.9,61.2,"OH-091",43.3866666666667,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",55.5028463,11841.42261,0.26135967091178,0,0,0,0,0,0,0,0.00447665120148149,0.00523170547715501
"868",39093,"Ohio","OH","Lorain",306713,0.4146,0.6581,0.6074,0.4451,0.5089,2,1,51.6,60.6,"OH-093",41.5233333333333,1,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",70.27540361,78764.74603,0.256802763593327,6.52075392956934e-06,0.00652075392956934,3.26037696478467e-06,0.00326037696478467,3,9.78113089435401e-06,0.009781130894354,0.0303636876791824,0.0348768728525604
"869",39099,"Ohio","OH","Mahoning",231064,0.5755,0.6103,0.625,0.4422,0.5889,1,0,51.1,61.4,"OH-099",42.7366666666667,1,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",41.33333333,61921.25452,0.267983132465464,4.32780528338469e-06,0.00432780528338469,0,0,1,4.32780528338469e-06,0.00432780528338469,0.0228721671230299,0.02741567547797
"870",39103,"Ohio","OH","Medina",177257,0.0191,0.078,0.1821,0.0592,0.0102,2,1,51.6,61.1,"OH-103",40.8033333333333,1,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",99.42748092,45001.9059,0.253879428739062,1.12830522913058e-05,0.0112830522913058,5.64152614565292e-06,0.00564152614565292,3,1.69245784369588e-05,0.0169245784369588,0.0175436598517521,0.0199208755175
"871",39107,"Ohio","OH","Mercer",40806,0.1076,0.2662,0.1286,0.0805,0.051,1,0,51.9,61.6,"OH-107",40.86,0,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",98.37476099,10238.78056,0.25091360486203,2.45062000686174e-05,0.0245062000686174,0,0,1,2.45062000686174e-05,0.0245062000686174,0.00403091716635555,0.0045217797085714
"872",39109,"Ohio","OH","Miami",104800,0.235,0.3473,0.291,0.0665,0.1191,1,1,53.4,63,"OH-109",44.6666666666667,0,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",87.17703349,27664.70035,0.263976148377863,9.54198473282443e-06,0.00954198473282443,9.54198473282443e-06,0.00954198473282443,2,1.90839694656489e-05,0.0190839694656489,0.0103682430592348,0.0122409765811307
"873",39111,"Ohio","OH","Monroe",14090,0.6245,0.8364,0.0232,0.3349,0.443,0,0,53.3,63.6,"OH-111",53.53,1,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ",31.1302682,3876.426619,0.275118993541519,0,0,0,0,0,0,0,0.00138523165593016,0.00170343420742511
"874",39113,"Ohio","OH","Montgomery",532034,0.5401,0.7046,0.6851,0.6422,0.6726,2,3,53.9,63.8,"OH-113",46.3666666666667,1,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",44.67881112,143647.6419,0.269997109019348,3.75915824928482e-06,0.00375915824928482,5.63873737392723e-06,0.00563873737392723,5,9.39789562321205e-06,0.00939789562321205,0.0526772265657881,0.0636181876823067
"875",39117,"Ohio","OH","Morrow",34976,0.3217,0.2531,0.0783,0.3569,0.192,1,1,51.6,61.6,"OH-117",44.58,2,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",69.35638809,8488.924295,0.242707121883577,2.85910338517841e-05,0.0285910338517841,2.85910338517841e-05,0.0285910338517841,2,5.71820677035682e-05,0.0571820677035682,0.00345357225971608,0.00374664214504562
"876",39119,"Ohio","OH","Muskingum",86076,0.658,0.773,0.1987,0.6326,0.5981,1,1,53.4,63.7,"OH-119",45.97,2,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",41.82692308,22379.77444,0.260000167758725,1.16176402249175e-05,0.0116176402249175,1.16176402249175e-05,0.0116176402249175,2,2.3235280449835e-05,0.023235280449835,0.00851400531791106,0.0098999016738773
"877",39123,"Ohio","OH","Ottawa",40709,0.1736,0.3528,0.1815,0.2662,0.1541,0,0,52.5,60.9,"OH-123",35.5566666666667,0,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",92.19653179,11386.92283,0.279715120243681,0,0,0,0,0,0,0,0.00402131125624508,0.00503037473980316
"878",39125,"Ohio","OH","Paulding",18872,0.342,0.6558,0.2951,0.2197,0.2885,0,0,51.8,61.3,"OH-125",40.0766666666667,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",48.69816779,4985.997488,0.26420079949131,0,0,0,0,0,0,0,0.00185879312137612,0.00219494318285278
"879",39127,"Ohio","OH","Perry",35985,0.7876,0.8227,0.0306,0.3811,0.5545,0,0,53.3,63.5,"OH-127",48.37,2,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",30.21235521,8877.209814,0.246691949812422,0,0,0,0,0,0,0,0.00355349353086518,0.00391864180991524
"880",39133,"Ohio","OH","Portage",162644,0.3478,0.0509,0.3773,0.5403,0.2455,2,2,51.4,61.3,"OH-133",40.7833333333333,2,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",77.44433688,41030.97933,0.252274780071813,1.22967954551044e-05,0.0122967954551044,1.22967954551044e-05,0.0122967954551044,4,2.45935909102088e-05,0.0245935909102088,0.0160965344451101,0.0181618657016798
"881",39135,"Ohio","OH","Preble",41207,0.3557,0.4916,0.1398,0.0815,0.1691,1,1,53,63,"OH-135",48.3233333333333,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",76.25968992,10516.4947,0.25521136457398,2.4267721503628e-05,0.024267721503628,2.4267721503628e-05,0.024267721503628,2,4.85354430072561e-05,0.048535443007256,0.00407062819681222,0.00464479933374973
"882",39137,"Ohio","OH","Putnam",33969,0.0618,0.1722,0.2677,0.0108,0.0153,0,0,52.3,61.6,"OH-137",39.9466666666667,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",87.68186227,8392.495772,0.247063374606259,0,0,0,0,0,0,0,0.00335384904856926,0.00370392699645448
"883",39139,"Ohio","OH","Richland",121324,0.608,0.575,0.3655,0.7303,0.6169,0,0,51.1,61,"OH-139",44.0133333333333,1,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",46.89320388,31230.62712,0.257415079621509,0,0,0,0,0,0,0,0.0120046147980531,0.0138205827713621
"884",39141,"Ohio","OH","Ross",77051,0.7369,0.7122,0.2334,0.8446,0.7255,6,5,54.7,65,"OH-141",48.6366666666667,1,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",43.73177843,18713.562,0.242872409183528,7.78705013562446e-05,0.0778705013562446,6.48920844635371e-05,0.0648920844635371,11,0.000142762585819782,0.142762585819782,0.00762025955763298,0.00827587172641787
"885",39143,"Ohio","OH","Sandusky",59299,0.4054,0.7899,0.4483,0.2324,0.3987,1,0,52.3,61.2,"OH-143",37.0233333333333,2,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",61.18677043,15494.77791,0.261299143493145,1.68636907873657e-05,0.0168636907873657,0,0,1,1.68636907873657e-05,0.0168636907873657,0.00586227897741621,0.00685004006987426
"886",39147,"Ohio","OH","Seneca",55475,0.4137,0.582,0.3037,0.389,0.3755,0,0,51.9,61.3,"OH-147",38.6933333333333,1,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",60.52631579,13976.99296,0.251951202523659,0,0,0,0,0,0,0,0.00548358825306126,0.00617770363194454
"887",39149,"Ohio","OH","Shelby",48797,0.2373,0.538,0.2477,0.1866,0.1892,0,0,52.2,61.8,"OH-149",42.47,0,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",83.02439024,11971.92254,0.24534136401828,0,0,0,0,0,0,0,0.00482226590545606,0.00528951330960603
"888",39151,"Ohio","OH","Stark",373475,0.3882,0.4871,0.3894,0.3846,0.3666,4,2,52.3,62.3,"OH-151",42.0533333333333,1,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",73.73046875,98107.022,0.262686985742018,1.07102215677087e-05,0.0107102215677087,5.35511078385434e-06,0.00535511078385434,6,1.6065332351563e-05,0.016065332351563,0.036975128615214,0.0434449621112683
"889",39153,"Ohio","OH","Summit",541810,0.2908,0.2225,0.6606,0.4037,0.3334,3,1,52.5,62,"OH-153",37.5833333333333,1,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",66.86217009,145334.4982,0.268238862700947,5.53699636403905e-06,0.00553699636403905,1.84566545467968e-06,0.00184566545467968,4,7.38266181871874e-06,0.00738266181871874,0.0536453438569215,0.064365418016908
"890",39155,"Ohio","OH","Trumbull",201794,0.5303,0.6119,0.3413,0.3868,0.464,0,0,50.8,61.1,"OH-155",44.6733333333333,1,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",57.72994129,53301.83029,0.264139817288918,0,0,0,0,0,0,0,0.0199735589896959,0.0235975107348005
"891",39157,"Ohio","OH","Tuscarawas",92526,0.4408,0.4387,0.3321,0.3181,0.3443,0,0,52.5,62.6,"OH-157",44.3733333333333,2,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",46.71890304,24002.34505,0.259411895575298,0,0,0,0,0,0,0,0.00915274882525661,0.0106186552392074
"892",39159,"Ohio","OH","Union",55654,0.0283,0.128,0.2722,0.291,0.0771,0,0,52.8,62.5,"OH-159",43.5966666666667,0,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",98.62745098,13433.13609,0.241368744205268,0,0,0,0,0,0,0,0.00550131462326512,0.00593679019376649
"893",39161,"Ohio","OH","Van Wert",28281,0.2933,0.7768,0.2209,0.0369,0.1697,0,0,51.8,61.2,"OH-161",40.73,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",69.18547596,7400.5677,0.261679845125703,0,0,0,0,0,0,0,0.00279056640209151,0.00326453050183844
"894",39165,"Ohio","OH","Warren",226564,0.0242,0.0866,0.4218,0.1331,0.0478,2,2,54.7,64.6,"OH-165",48.4166666666667,2,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",99.80334317,55092.82939,0.243166740479511,8.82752776257481e-06,0.00882752776257481,8.82752776257481e-06,0.00882752776257481,4,1.76550555251496e-05,0.0176550555251496,0.0224265321179051,0.0243908734277362
"895",39167,"Ohio","OH","Washington",60671,0.3303,0.7329,0.1016,0.5591,0.3497,0,0,54.7,65.4,"OH-167",49.9066666666667,1,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",72.44094488,16437.84886,0.270934200194492,0,0,0,0,0,0,0,0.0059981481389787,0.00726779422090731
"896",39169,"Ohio","OH","Wayne",116208,0.3955,0.2506,0.426,0.8297,0.479,0,1,51.5,61.4,"OH-169",42.25,2,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",50.14778325,28229.77149,0.24292451027468,0,0,8.60525953462756e-06,0.00860525953462756,1,8.60525953462756e-06,0.00860525953462756,0.0114979773122267,0.0124912873497574
"897",39171,"Ohio","OH","Williams",36936,0.4092,0.5266,0.1656,0.2369,0.2691,NA,0,50.5,59.8,"OH-171",38.1166666666667,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",70.90729783,9775.923647,0.264671963585662,NA,NA,0,0,NA,NA,NA,0.00364767106194822,0.00431674699418221
"898",39175,"Ohio","OH","Wyandot",22107,0.2299,0.6603,0.3967,0.1477,0.2274,NA,0,52.6,62.1,"OH-175",37.5266666666667,0,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",60.37549407,5820.425639,0.263284282761116,NA,NA,0,0,NA,NA,NA,0.00217915517506028,0.00256457160139233
"899",40013,"Oklahoma","OK","Bryan",45759,0.6538,0.8341,0.6183,0.8465,0.8127,0,0,64.2,75,"OK-013",46.5933333333333,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",32.63681592,17443.69861,0.381208037981599,0,0,0,0,0,0,0,0.00452141276199625,0.00771335763093289
"900",40015,"Oklahoma","OK","Caddo",29342,0.808,0.9481,0.9019,0.8357,0.9459,1,1,61.7,73.4,"OK-015",34.4166666666667,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",7.47011952,10284.43276,0.350502104832663,3.40808397518915e-05,0.0340808397518915,3.40808397518915e-05,0.0340808397518915,2,6.8161679503783e-05,0.068161679503783,0.00289563723329983,0.00454200236101742
"901",40017,"Oklahoma","OK","Canadian",136710,0.1452,0.3238,0.6813,0.3053,0.2621,3,1,61.3,73,"OK-017",34.8333333333333,1,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",90.32901296,49776.38835,0.364102028746983,2.1944261575598e-05,0.021944261575598,7.31475385853266e-06,0.00731475385853266,4,2.92590154341306e-05,0.0292590154341306,0.0135282903955753,0.0220358381961002
"902",40019,"Oklahoma","OK","Carter",48406,0.5869,0.9144,0.6683,0.7335,0.7914,3,1,63.2,74.2,"OK-019",41.04,2,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             ",39.42115768,18191.95123,0.375820171672933,6.1975788125439e-05,0.061975788125439,2.0658596041813e-05,0.020658596041813,4,8.2634384167252e-05,0.082634384167252,0.00478354517501077,0.00804481269062523
"903",40021,"Oklahoma","OK","Cherokee",48599,0.8398,0.5778,0.7915,0.9761,0.9271,21,8,60.6,71.8,"OK-021",44.8266666666667,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",14.28571429,17931.44142,0.368967291919587,0.000432107656536143,0.432107656536143,0.000164612440585197,0.164612440585197,29,0.00059672009712134,0.59672009712134,0.00480265796523057,0.00792941410421735
"904",40027,"Oklahoma","OK","Cleveland",276733,0.2166,0.1566,0.6727,0.645,0.3436,15,4,62,73.7,"OK-027",37.9333333333333,2,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",87.3747495,106152.0415,0.383590108516151,5.42038716018689e-05,0.054203871601869,1.44543657604984e-05,0.0144543657604984,19,6.86582373623673e-05,0.0686582373623673,0.0273947682450398,0.047008681565533
"905",40031,"Oklahoma","OK","Comanche",122561,0.5761,0.8239,0.7752,0.9163,0.8354,1,1,62.6,74.2,"OK-031",36.58,2,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",41.76706827,42600.95948,0.347589848973164,8.15920235637764e-06,0.00815920235637764,8.15920235637764e-06,0.00815920235637764,2,1.63184047127553e-05,0.0163184047127553,0.0121271149094618,0.0188573231587269
"906",40033,"Oklahoma","OK","Cotton",5929,0.7621,0.8905,0.2929,0.4059,0.6742,0,0,63.6,75.8,"OK-033",37.2033333333333,2,3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",24.42211055,2320.819115,0.391435168662506,0,0,0,0,0,0,0,0.00057704781663605,0.00101434343204477
"907",40035,"Oklahoma","OK","Craig",14493,0.7303,0.9586,0.6141,0.7243,0.8538,6,2,59.4,70.4,"OK-035",42.48,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",28.16901408,5487.819719,0.3786531235079,0.000413992962119644,0.413992962119644,0.000137997654039881,0.137997654039881,8,0.000551990616159525,0.551990616159525,0.00142514074638912,0.00241723644730008
"908",40037,"Oklahoma","OK","Creek",71160,0.4739,0.624,0.4604,0.4406,0.4901,8,3,61.1,72.4,"OK-037",38.9866666666667,2,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",76.13293051,26543.47729,0.373011204187746,0.000112422709387296,0.112422709387296,4.21585160202361e-05,0.0421585160202361,11,0.000154581225407532,0.154581225407532,0.00703687382092405,0.0117443060097925
"909",40045,"Oklahoma","OK","Ellis",4072,0.5576,0.6339,0.3543,0.0455,0.3019,2,0,58.9,72.5,"OK-045",26.5333333333333,2,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",55.61172902,1630.563205,0.400433007121807,0.000491159135559921,0.491159135559921,0,0,2,0.000491159135559921,0.491159135559921,0.000393149104521215,0.000708579298733702
"910",40047,"Oklahoma","OK","Garfield",62190,0.4758,0.731,0.7931,0.3922,0.5908,1,0,60.2,72.1,"OK-047",31.1133333333333,2,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             ",56.98380567,23310.87385,0.374833154044059,1.60797555877151e-05,0.0160797555877151,0,0,1,1.60797555877151e-05,0.0160797555877151,0.00614857471070861,0.0103123527662919
"911",40049,"Oklahoma","OK","Garvin",27823,0.5522,0.7112,0.611,0.228,0.5115,3,0,62.6,74.2,"OK-049",41.7533333333333,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",45.2887538,10896.72588,0.391644534378033,0.000107824461776228,0.107824461776228,0,0,3,0.000107824461776228,0.107824461776228,0.00274521066156992,0.00481323115088629
"912",40051,"Oklahoma","OK","Grady",54733,0.2739,0.4874,0.5116,0.2888,0.308,5,0,62.3,74.2,"OK-051",35.6766666666667,2,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",74.84787018,20191.41153,0.368907451263406,9.13525660935816e-05,0.0913525660935816,0,0,5,9.13525660935816e-05,0.0913525660935816,0.00541010799221624,0.00893051788613655
"913",40053,"Oklahoma","OK","Grant",4418,0.1771,0.9351,0.2521,0.0277,0.1634,0,0,59.5,71.7,"OK-053",30.2733333333333,2,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",90.65989848,1841.633194,0.416847712539611,0,0,0,0,0,0,0,0.000427413484915255,0.000802077422139211
"914",40065,"Oklahoma","OK","Jackson",25384,0.685,0.7889,0.8453,0.6893,0.8226,1,0,63.1,75.9,"OK-065",29.9666666666667,2,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",13.89172625,9450.611227,0.372305831508037,3.93948944216829e-05,0.0393948944216829,0,0,1,3.93948944216829e-05,0.0393948944216829,0.00250367648879228,0.00417264265734773
"915",40071,"Oklahoma","OK","Kay",44880,0.6908,0.9752,0.5947,0.6953,0.842,6,0,59.6,71.4,"OK-071",36.12,1,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             ",35.34836066,17047.22931,0.37984022526738,0.000133689839572193,0.133689839572193,0,0,6,0.000133689839572193,0.133689839572193,0.0044343653909952,0.00753773277913126
"916",40075,"Oklahoma","OK","Kiowa",9001,0.7506,0.8828,0.5992,0.1786,0.6545,0,0,62.2,74.3,"OK-075",33.76,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",16.22176591,3598.648239,0.399805381513165,0,0,0,0,0,0,0,0.000881267980134582,0.0015803861257169
"917",40081,"Oklahoma","OK","Lincoln",34854,0.5586,0.7507,0.3636,0.2805,0.4787,7,0,61.2,73.1,"OK-081",39.49,2,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",70.54582904,13328.78459,0.382417644746657,0.000200837780455615,0.200837780455615,0,0,7,0.000200837780455615,0.200837780455615,0.00344149059957714,0.00589056538714772
"918",40083,"Oklahoma","OK","Logan",46044,0.3204,0.2299,0.4868,0.3789,0.2984,3,0,61,72.8,"OK-083",35.3366666666667,2,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",84.02061856,16316.09047,0.354358667144471,6.51550690643732e-05,0.0651550690643732,0,0,3,6.51550690643732e-05,0.0651550690643732,0.00454963631232082,0.00721385864708267
"919",40085,"Oklahoma","OK","Love",9933,0.578,0.8389,0.8233,0.234,0.6293,0,0,63.9,74.9,"OK-085",39.5733333333333,2,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",38.59649123,3941.874663,0.396846336756267,0,0,0,0,0,0,0,0.000973563941195985,0.0017324258671279
"920",40087,"Oklahoma","OK","McClain",38634,0.1783,0.3372,0.5989,0.0691,0.1624,4,NA,62.4,74.2,"OK-087",37.91,2,1,"Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ",92.3553719,14742.57321,0.381595827768287,0.000103535745716209,0.103535745716209,NA,NA,NA,NA,NA,0.00381582400388198,0.00651683434887143
"921",40093,"Oklahoma","OK","Major",7718,0.271,0.6628,0.6151,0.1783,0.3204,NA,0,59.9,72.6,"OK-093",30.3433333333333,2,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ",58.44559585,3002.518134,0.389028003887017,NA,NA,0,0,NA,NA,NA,0.000754212488673444,0.001316317101091
"922",40103,"Oklahoma","OK","Noble",11411,0.3115,0.7864,0.29,0.3244,0.3385,0,0,60.5,72.2,"OK-103",35.0466666666667,2,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",70.625,4358.310047,0.381939360879853,0,0,0,0,0,0,0,0.0011199302828792,0.00191689513776236
"923",40105,"Oklahoma","OK","Nowata",10383,0.7076,0.7396,0.5224,0.2525,0.5895,1,0,59.6,70.6,"OK-105",39.73,1,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ",32.74244004,4036.000469,0.388712363382452,9.63112780506597e-05,0.0963112780506597,0,0,1,9.63112780506597e-05,0.0963112780506597,0.00101812744170847,0.00177412097625605
"924",40113,"Oklahoma","OK","Osage",47311,0.6487,0.7014,0.4107,0.5552,0.6239,2,0,59.6,71,"OK-113",37.8933333333333,2,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",67.32984293,17601.52572,0.372038758851007,4.22734670584008e-05,0.0422734670584008,0,0,2,4.22734670584008e-05,0.0422734670584008,0.00467510732376373,0.00778327064261886
"925",40117,"Oklahoma","OK","Pawnee",16428,0.5006,0.8937,0.3671,0.4056,0.5424,2,1,60.5,72,"OK-117",36.42,2,2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",68.5204617,6406.259401,0.389959788227417,0.000121743364986608,0.121743364986608,6.08716824933041e-05,0.0608716824933041,3,0.000182615047479912,0.182615047479912,0.00161676379859278,0.00282407963298932
"926",40123,"Oklahoma","OK","Pontotoc",38358,0.5182,0.7485,0.6256,0.6402,0.65,6,1,62.4,73.8,"OK-123",46.8433333333333,2,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ",48.52631579,14408.85444,0.375641442202409,0.000156421085562334,0.156421085562334,2.60701809270556e-05,0.0260701809270556,7,0.000182491266489389,0.182491266489389,0.00378849172356765,0.0063690062332401
